Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Cluster,Customer Segment
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2,Inactive Customers
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0,Low-Value Customers
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,3,Regular Customers
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3,Regular Customers
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2,Inactive Customers
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1,Premium Customers
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2,Inactive Customers
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Low-Value Customers
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,3,Regular Customers
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3,Regular Customers
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2,Inactive Customers
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1,Premium Customers
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2,Inactive Customers
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Unknown,0,Low-Value Customers
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,3,Regular Customers
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3,Regular Customers
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2,Inactive Customers
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1,Premium Customers
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2,Inactive Customers
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Low-Value Customers
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,3,Regular Customers
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3,Regular Customers
253,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2,Inactive Customers
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1,Premium Customers
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2,Inactive Customers
256,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Low-Value Customers
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,3,Regular Customers
258,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,3,Regular Customers
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2,Inactive Customers
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1,Premium Customers
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2,Inactive Customers
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Low-Value Customers
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,3,Regular Customers
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3,Regular Customers
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2,Inactive Customers
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1,Premium Customers
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2,Inactive Customers
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Low-Value Customers
269,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,3,Regular Customers
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3,Regular Customers
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,2,Inactive Customers
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,1,Premium Customers
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2,Inactive Customers
274,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Low-Value Customers
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,3,Regular Customers
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3,Regular Customers
277,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2,Inactive Customers
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1,Premium Customers
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2,Inactive Customers
280,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Low-Value Customers
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,3,Regular Customers
282,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3,Regular Customers
283,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2,Inactive Customers
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1,Premium Customers
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2,Inactive Customers
286,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Low-Value Customers
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,3,Regular Customers
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3,Regular Customers
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2,Inactive Customers
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1,Premium Customers
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2,Inactive Customers
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Low-Value Customers
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,3,Regular Customers
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3,Regular Customers
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2,Inactive Customers
296,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1,Premium Customers
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2,Inactive Customers
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Low-Value Customers
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,3,Regular Customers
300,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3,Regular Customers
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied,1,Premium Customers
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied,2,Inactive Customers
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral,0,Low-Value Customers
304,Male,31,New York,Gold,1210.6,17,4.8,True,18,Satisfied,1,Premium Customers
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral,3,Regular Customers
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied,2,Inactive Customers
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied,1,Premium Customers
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied,2,Inactive Customers
309,Female,38,Houston,Bronze,460.9,8,3.2,False,25,Neutral,0,Low-Value Customers
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied,3,Regular Customers
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral,3,Regular Customers
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied,2,Inactive Customers
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied,1,Premium Customers
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied,2,Inactive Customers
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral,0,Low-Value Customers
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,3,Regular Customers
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3,Regular Customers
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied,2,Inactive Customers
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1,Premium Customers
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2,Inactive Customers
321,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Low-Value Customers
322,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,3,Regular Customers
323,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3,Regular Customers
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2,Inactive Customers
325,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1,Premium Customers
326,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2,Inactive Customers
327,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Low-Value Customers
328,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,3,Regular Customers
329,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3,Regular Customers
330,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2,Inactive Customers
331,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1,Premium Customers
332,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2,Inactive Customers
333,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Low-Value Customers
334,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,3,Regular Customers
335,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3,Regular Customers
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2,Inactive Customers
337,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1,Premium Customers
338,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2,Inactive Customers
339,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Low-Value Customers
340,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,3,Regular Customers
341,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3,Regular Customers
342,Female,43,Chicago,Bronze,525.75,9,3.3,True,40,Unsatisfied,2,Inactive Customers
343,Male,30,San Francisco,Gold,1460.5,20,4.8,False,11,Satisfied,1,Premium Customers
344,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied,2,Inactive Customers
345,Female,37,Houston,Bronze,440.8,7,3.2,False,25,Neutral,0,Low-Value Customers
346,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied,3,Regular Customers
347,Male,35,Los Angeles,Silver,830.9,12,4.3,False,14,Neutral,3,Regular Customers
348,Female,41,Chicago,Bronze,490.25,9,3.6,True,40,Unsatisfied,2,Inactive Customers
349,Male,28,San Francisco,Gold,1480.1,21,4.9,False,10,Satisfied,1,Premium Customers
350,Male,32,Miami,Silver,690.3,10,3.8,True,34,Unsatisfied,2,Inactive Customers
351,Female,36,Houston,Bronze,480.5,8,3.1,False,20,Neutral,0,Low-Value Customers
352,Female,30,New York,Gold,1170.8,16,4.7,True,21,Satisfied,3,Regular Customers
353,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3,Regular Customers
354,Female,43,Chicago,Bronze,510.75,10,3.3,True,41,Unsatisfied,2,Inactive Customers
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied,1,Premium Customers
356,Male,27,Miami,Silver,700.4,13,4.1,True,56,Unsatisfied,2,Inactive Customers
357,Female,37,Houston,Bronze,410.8,7,3.4,False,26,Neutral,0,Low-Value Customers
358,Female,31,New York,Gold,1160.6,15,4.5,True,29,Satisfied,3,Regular Customers
359,Male,35,Los Angeles,Silver,810.9,12,4.3,False,14,Neutral,3,Regular Customers
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied,2,Inactive Customers
361,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,1,Premium Customers
362,Male,32,Miami,Silver,660.3,10,3.8,True,35,Unsatisfied,2,Inactive Customers
363,Female,36,Houston,Bronze,430.5,8,3.1,False,21,Neutral,0,Low-Value Customers
364,Female,30,New York,Gold,1200.8,16,4.7,True,22,Satisfied,3,Regular Customers
365,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,3,Regular Customers
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied,2,Inactive Customers
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,1,Premium Customers
368,Male,27,Miami,Silver,710.4,13,4.1,True,57,Unsatisfied,2,Inactive Customers
369,Female,37,Houston,Bronze,450.8,7,3.4,False,24,Neutral,0,Low-Value Customers
370,Female,31,New York,Gold,1140.6,15,4.5,True,30,Satisfied,3,Regular Customers
371,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,3,Regular Customers
372,Female,41,Chicago,Bronze,475.25,9,3.6,True,42,Unsatisfied,2,Inactive Customers
373,Male,28,San Francisco,Gold,1480.1,21,4.9,False,11,Satisfied,1,Premium Customers
374,Male,32,Miami,Silver,660.3,10,3.8,True,36,Unsatisfied,2,Inactive Customers
375,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0,Low-Value Customers
376,Female,30,New York,Gold,1190.8,16,4.5,True,23,Satisfied,3,Regular Customers
377,Male,33,Los Angeles,Silver,770.2,11,4.2,False,18,Neutral,3,Regular Customers
378,Female,43,Chicago,Bronze,515.75,10,3.3,True,43,Unsatisfied,2,Inactive Customers
379,Male,30,San Francisco,Gold,1450.5,19,4.6,False,12,Satisfied,1,Premium Customers
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied,2,Inactive Customers
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral,0,Low-Value Customers
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied,3,Regular Customers
383,Male,35,Los Angeles,Silver,820.9,12,4.3,False,15,Neutral,3,Regular Customers
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied,2,Inactive Customers
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,1,Premium Customers
386,Male,32,Miami,Silver,660.3,10,3.8,True,37,Unsatisfied,2,Inactive Customers
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral,0,Low-Value Customers
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied,3,Regular Customers
389,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,3,Regular Customers
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied,2,Inactive Customers
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,1,Premium Customers
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied,2,Inactive Customers
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral,0,Low-Value Customers
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied,3,Regular Customers
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,3,Regular Customers
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,2,Inactive Customers
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,1,Premium Customers
